rank,k_distance
1113,0.5048479022918059
1114,0.5051806284032695
1115,0.5052819183278665
1116,0.5053008159133133
1117,0.5053077209953262
1118,0.5054250757603793
1119,0.5054792349636887
1120,0.5054912409245181
1121,0.5056684248989353
1122,0.505692671351554
1123,0.5058778176944072
1124,0.5060976537315908
1125,0.5061338822611237
1126,0.5062044556049037
1127,0.5062657273074445
1128,0.50628075273419
1129,0.506364620229987
1130,0.5064461295590481
1131,0.5064867245890945
1132,0.5065848797522268
1133,0.5066368376251188
1134,0.5066562405625464
1135,0.5066728244663571
1136,0.5066982999773222
1137,0.5067599528640646
1138,0.5068586402102944
1139,0.5069730066455329
1140,0.507118175379825
1141,0.5071506168305862
1142,0.5071873935552755
1143,0.5072079375957962
1144,0.5072197727683881
1145,0.5074674565041628
1146,0.5076304371849159
1147,0.5077134982995835
1148,0.5077629246741628
1149,0.5077954780566796
1150,0.5078031440829598
1151,0.5079184542621973
1152,0.5080199583604726
1153,0.5080570088245777
1154,0.5081475620735696
1155,0.5083788455573468
1156,0.5083867265340765
1157,0.5085537383955192
1158,0.5086781158408934
1159,0.508700892500622
1160,0.5087377443952159
1161,0.5087480170398709
1162,0.5088162112317487
1163,0.5089171037874775
1164,0.5089264256458896
1165,0.5090113854939355
1166,0.5091055826272481
1167,0.5091432850093972
1168,0.5093717760061128
1169,0.5093751807350699
1170,0.5093866359685089
1171,0.5094538524642089
1172,0.5095197226017838
1173,0.5095716788337998
1174,0.5095740931840185
1175,0.5095845841319384
1176,0.5095960346977257
1177,0.5097077734825373
1178,0.5097351987310204
1179,0.5098365471354138
1180,0.5099005386291438
1181,0.5099883869245725
1182,0.5101450688008802
1183,0.5102905773742794
1184,0.510383365613782
1185,0.5104565416581033
1186,0.5105177957741538
1187,0.5106801645263109
1188,0.5107024138931687
1189,0.5109945663740096
1190,0.5110114395858998
1191,0.5110208182633691
1192,0.5110439814845722
1193,0.5113239774472133
1194,0.5114060726891068
1195,0.5114307206633606
1196,0.5114488369868304
1197,0.511456430007166
1198,0.5116241020702544
1199,0.5117609082888066
1200,0.5119092197904606
1201,0.5119794037547798
1202,0.5120045292020965
1203,0.5120687460961539
1204,0.5122518244206373
1205,0.5123296023603995
1206,0.5123765205929016
1207,0.5124650805093117
1208,0.5125324023797071
1209,0.5125327661831757
1210,0.5126597800796904
1211,0.5127007930330661
1212,0.5128153850991628
1213,0.513003419479968
1214,0.5130224746096681
1215,0.5131029589285352
1216,0.5131495130243682
1217,0.5132587657616507
1218,0.5134964574607956
1219,0.513668640507746
1220,0.5137306237711721
1221,0.5139136829719089
1222,0.5139329161518917
1223,0.5141541125683216
1224,0.5142736284504722
1225,0.5142916882501971
1226,0.5144390019314081
1227,0.5144744503442016
1228,0.5145047540602268
1229,0.5147971506331337
1230,0.5149250075061221
1231,0.514941546468565
1232,0.5150192921244654
1233,0.5150394226030148
1234,0.5150539343887117
1235,0.515087278469383
1236,0.5151649331922992
1237,0.5151754564144746
1238,0.5152060191196276
1239,0.5152881452471489
1240,0.5153358995209887
1241,0.5154409928019092
1242,0.5154454269892348
1243,0.5158612877448158
1244,0.5158968814426634
1245,0.5160311545340084
1246,0.5161251814370824
1247,0.5161326402622235
1248,0.5162046034550243
1249,0.5164381181071563
1250,0.5164739590067522
1251,0.5164904354553812
1252,0.516507268594806
1253,0.5165179398377981
