embedding_type,rows,dimensions,mean_value,std_value,min_value,max_value,mean_l2_norm,median_l2_norm,min_l2_norm,max_l2_norm
user_embeddings_p_u,4722,64,0.010254167020320892,0.2493332177400589,-0.986427903175354,0.9360536336898804,1.9517302513122559,1.9690632820129395,0.7537056803703308,3.2744293212890625
item_embeddings_q_i,3250,64,-0.003116023726761341,0.25547513365745544,-1.1388306617736816,1.1725257635116577,1.943475365638733,1.8644862174987793,0.2913987934589386,4.527427673339844
