experiment,epoch,embedding_dim,learning_rate,reg_lambda,batch_size,use_item_bias,epoch_time_sec,train_loss,train_ranking_loss,train_l2_penalty,val_comparison_accuracy_micro,val_comparison_accuracy_macro_user,val_roc_auc_symmetric,val_log_loss_positive_pairs,val_brier_positive_pairs,val_mean_score_diff,val_median_score_diff,stage,pair_sampling_scheme,reused_from_experiment
bs_sweep_dim64_lr3em04_reg1em04_bs8192_bias,1,64,0.0003,0.0001,8192,True,85.6,0.5692232856141284,0.5690911530741893,1.321324872748893,0.7643140109349966,0.7129356125103599,0.8529813741574237,0.4824205861618596,0.1594524085521698,0.8457624912261963,0.6829431056976318,pair_sampling_ablation_reused,current_step1_gap2_stratified_cap,bs_sweep_dim64_lr3em04_reg1em04_bs8192_bias
bs_sweep_dim64_lr3em04_reg1em04_bs8192_bias,2,64,0.0003,0.0001,8192,True,84.82,0.39315197836239113,0.39264299811269715,5.089804697736018,0.7859790252207707,0.7380359547957903,0.8757455995063668,0.4379764749597183,0.14409460127353668,1.3571162223815918,1.0765506029129028,pair_sampling_ablation_reused,current_step1_gap2_stratified_cap,bs_sweep_dim64_lr3em04_reg1em04_bs8192_bias
bs_sweep_dim64_lr3em04_reg1em04_bs8192_bias,3,64,0.0003,0.0001,8192,True,86.0,0.33056182573350346,0.32976879418863014,7.9303135286883695,0.7973783617584679,0.7508592460377678,0.886154986187311,0.42057252267110773,0.13758260011672974,1.583056092262268,1.2619024515151978,pair_sampling_ablation_reused,current_step1_gap2_stratified_cap,bs_sweep_dim64_lr3em04_reg1em04_bs8192_bias
bs_sweep_dim64_lr3em04_reg1em04_bs8192_bias,4,64,0.0003,0.0001,8192,True,88.94,0.2821862581641746,0.28111316690026444,10.73091156101925,0.8028082108689013,0.7547571993087515,0.891484653699802,0.411490462929373,0.13412974774837494,1.722571611404419,1.3836643695831299,pair_sampling_ablation_reused,current_step1_gap2_stratified_cap,bs_sweep_dim64_lr3em04_reg1em04_bs8192_bias
bs_sweep_dim64_lr3em04_reg1em04_bs8192_bias,5,64,0.0003,0.0001,8192,True,85.38,0.24008536142545434,0.23871856970579555,13.667916451479078,0.806110881032759,0.7568993298186468,0.8944690941861255,0.40643952531788236,0.1321740448474884,1.822066068649292,1.4787201881408691,pair_sampling_ablation_reused,current_step1_gap2_stratified_cap,bs_sweep_dim64_lr3em04_reg1em04_bs8192_bias
bs_sweep_dim64_lr3em04_reg1em04_bs8192_bias,6,64,0.0003,0.0001,8192,True,84.33,0.20370582519802893,0.2020307878935582,16.750373013938628,0.8084325807679597,0.7576079589130686,0.8960241612059001,0.40407480545279395,0.13118578493595123,1.9034708738327026,1.559962511062622,pair_sampling_ablation_reused,current_step1_gap2_stratified_cap,bs_sweep_dim64_lr3em04_reg1em04_bs8192_bias
bs_sweep_dim64_lr3em04_reg1em04_bs8192_bias,7,64,0.0003,0.0001,8192,True,85.21,0.17338440885389553,0.1713932734883914,19.91135548517167,0.808867638015637,0.7567556712033112,0.8964792209562183,0.40403994263618204,0.1309909075498581,1.9752488136291504,1.6372203826904297,pair_sampling_ablation_reused,current_step1_gap2_stratified_cap,bs_sweep_dim64_lr3em04_reg1em04_bs8192_bias
bs_sweep_dim64_lr3em04_reg1em04_bs8192_bias,8,64,0.0003,0.0001,8192,True,86.58,0.1486828758579237,0.1463750208760503,23.078551844794344,0.8092671376998022,0.7549647027713424,0.8961578049529508,0.40593031722678297,0.13138972222805023,2.0410447120666504,1.7077304124832153,pair_sampling_ablation_reused,current_step1_gap2_stratified_cap,bs_sweep_dim64_lr3em04_reg1em04_bs8192_bias
bs_sweep_dim64_lr3em04_reg1em04_bs8192_bias,9,64,0.0003,0.0001,8192,True,86.18,0.12871798641815774,0.12609866819567014,26.193182551824396,0.8083865650975323,0.7525437591521551,0.8953873985535257,0.409198438471257,0.1321738064289093,2.1036665439605713,1.7782083749771118,pair_sampling_ablation_reused,current_step1_gap2_stratified_cap,bs_sweep_dim64_lr3em04_reg1em04_bs8192_bias
