epoch,train_loss,val_loss,val_micro_pair_accuracy,val_macro_user_accuracy,val_median_user_accuracy,val_min_user_accuracy,val_users_evaluated,val_pairs_evaluated
1,0.501051837535357,0.4480920501479675,0.7830444804203323,0.7386699288899047,0.7851867123213998,0.0,4158,478098
2,0.3284614949292001,0.4248530823136768,0.7981836359909474,0.755589304347374,0.8,0.0,4158,478098
3,0.2562297737588321,0.41672367378775416,0.8038372885893688,0.7595056748270493,0.8048584768018675,0.0,4158,478098
4,0.20904953570015217,0.4147565509703346,0.8050295127777151,0.759371166567663,0.8076923076923077,0.0,4158,478098
5,0.18036291592386353,0.41478047285663555,0.8053097900430456,0.7576363619566082,0.8038299431922302,0.0,4158,478098
6,0.16282129770355291,0.4154883553742873,0.8053955465197512,0.7580354605629547,0.8018442971273161,0.0,4158,478098
7,0.15166963208148482,0.41641539959936574,0.805031604399098,0.7574042385198638,0.8,0.0,4158,478098
8,0.14432146583657732,0.4171366915867574,0.8048705495526022,0.7570208548558527,0.8,0.0,4158,478098
9,0.13925144175513837,0.41796811672461714,0.8043434609640702,0.7579389065665073,0.8,0.0,4158,478098
