score_source,users,mean_precision_10,mean_recall_10,mean_hit_rate_10,mean_ndcg_10
mf,4623,0.03718364698247891,0.03461648660077127,0.2418343067272334,0.04340271968973493
rating_user_knn,4623,0.0052779580359074195,0.0043569387150960955,0.048237075492104695,0.00623231901001136
