user_idx,user_id,user_cluster,score_source,precision_10,recall_10,hit_rate_10,ndcg_10
0,1,0,mf,0.0,0.0,0.0,0.0
0,1,0,rating_user_knn,0.0,0.0,0.0,0.0
1,2,-1,mf,0.0,0.0,0.0,0.0
1,2,-1,rating_user_knn,0.0,0.0,0.0,0.0
2,3,0,mf,0.0,0.0,0.0,0.0
2,3,0,rating_user_knn,0.0,0.0,0.0,0.0
3,5,1,mf,0.0,0.0,0.0,0.0
3,5,1,rating_user_knn,0.0,0.0,0.0,0.0
4,6,0,mf,0.1,0.125,1.0,0.15958907712489637
4,6,0,rating_user_knn,0.0,0.0,0.0,0.0
5,8,-1,mf,0.0,0.0,0.0,0.0
5,8,-1,rating_user_knn,0.0,0.0,0.0,0.0
6,9,1,mf,0.0,0.0,0.0,0.0
6,9,1,rating_user_knn,0.0,0.0,0.0,0.0
7,10,0,mf,0.4,0.13793103448275862,1.0,0.5231737964779629
7,10,0,rating_user_knn,0.0,0.0,0.0,0.0
8,11,-1,mf,0.0,0.0,0.0,0.0
8,11,-1,rating_user_knn,0.0,0.0,0.0,0.0
10,15,-1,mf,0.0,0.0,0.0,0.0
10,15,-1,rating_user_knn,0.0,0.0,0.0,0.0
11,17,1,mf,0.0,0.0,0.0,0.0
11,17,1,rating_user_knn,0.0,0.0,0.0,0.0
12,18,-1,mf,0.0,0.0,0.0,0.0
12,18,-1,rating_user_knn,0.0,0.0,0.0,0.0
13,19,-1,mf,0.1,0.09090909090909091,1.0,0.07336392209936006
13,19,-1,rating_user_knn,0.0,0.0,0.0,0.0
14,22,1,mf,0.0,0.0,0.0,0.0
14,22,1,rating_user_knn,0.0,0.0,0.0,0.0
15,23,-1,mf,0.0,0.0,0.0,0.0
15,23,-1,rating_user_knn,0.0,0.0,0.0,0.0
16,24,1,mf,0.2,0.14285714285714285,1.0,0.16421958630632805
16,24,1,rating_user_knn,0.0,0.0,0.0,0.0
17,25,-1,mf,0.0,0.0,0.0,0.0
17,25,-1,rating_user_knn,0.0,0.0,0.0,0.0
18,26,0,mf,0.0,0.0,0.0,0.0
18,26,0,rating_user_knn,0.0,0.0,0.0,0.0
19,27,1,mf,0.1,0.14285714285714285,1.0,0.0979129253499678
19,27,1,rating_user_knn,0.0,0.0,0.0,0.0
20,28,-1,mf,0.0,0.0,0.0,0.0
20,28,-1,rating_user_knn,0.0,0.0,0.0,0.0
21,29,-1,mf,0.0,0.0,0.0,0.0
21,29,-1,rating_user_knn,0.0,0.0,0.0,0.0
22,30,0,mf,0.0,0.0,0.0,0.0
22,30,0,rating_user_knn,0.0,0.0,0.0,0.0
23,31,-1,mf,0.0,0.0,0.0,0.0
23,31,-1,rating_user_knn,0.0,0.0,0.0,0.0
25,33,-1,mf,0.0,0.0,0.0,0.0
25,33,-1,rating_user_knn,0.0,0.0,0.0,0.0
26,34,-1,mf,0.0,0.0,0.0,0.0
26,34,-1,rating_user_knn,0.0,0.0,0.0,0.0
27,35,1,mf,0.0,0.0,0.0,0.0
27,35,1,rating_user_knn,0.0,0.0,0.0,0.0
28,36,-1,mf,0.0,0.0,0.0,0.0
28,36,-1,rating_user_knn,0.0,0.0,0.0,0.0
29,37,0,mf,0.0,0.0,0.0,0.0
29,37,0,rating_user_knn,0.0,0.0,0.0,0.0
30,38,1,mf,0.0,0.0,0.0,0.0
30,38,1,rating_user_knn,0.0,0.0,0.0,0.0
31,39,1,mf,0.0,0.0,0.0,0.0
31,39,1,rating_user_knn,0.0,0.0,0.0,0.0
32,40,-1,mf,0.0,0.0,0.0,0.0
32,40,-1,rating_user_knn,0.0,0.0,0.0,0.0
33,42,0,mf,0.0,0.0,0.0,0.0
33,42,0,rating_user_knn,0.0,0.0,0.0,0.0
34,44,-1,mf,0.0,0.0,0.0,0.0
34,44,-1,rating_user_knn,0.0,0.0,0.0,0.0
35,45,0,mf,0.0,0.0,0.0,0.0
35,45,0,rating_user_knn,0.0,0.0,0.0,0.0
36,48,1,mf,0.0,0.0,0.0,0.0
36,48,1,rating_user_knn,0.0,0.0,0.0,0.0
37,49,-1,mf,0.0,0.0,0.0,0.0
37,49,-1,rating_user_knn,0.0,0.0,0.0,0.0
38,50,1,mf,0.0,0.0,0.0,0.0
38,50,1,rating_user_knn,0.0,0.0,0.0,0.0
39,51,0,mf,0.0,0.0,0.0,0.0
39,51,0,rating_user_knn,0.0,0.0,0.0,0.0
40,52,-1,mf,0.0,0.0,0.0,0.0
40,52,-1,rating_user_knn,0.0,0.0,0.0,0.0
41,53,1,mf,0.0,0.0,0.0,0.0
41,53,1,rating_user_knn,0.0,0.0,0.0,0.0
42,54,1,mf,0.0,0.0,0.0,0.0
42,54,1,rating_user_knn,0.0,0.0,0.0,0.0
43,56,-1,mf,0.0,0.0,0.0,0.0
43,56,-1,rating_user_knn,0.0,0.0,0.0,0.0
44,57,1,mf,0.0,0.0,0.0,0.0
44,57,1,rating_user_knn,0.0,0.0,0.0,0.0
45,58,1,mf,0.0,0.0,0.0,0.0
45,58,1,rating_user_knn,0.0,0.0,0.0,0.0
46,59,-1,mf,0.2,0.25,1.0,0.3618791953854131
46,59,-1,rating_user_knn,0.0,0.0,0.0,0.0
47,60,0,mf,0.0,0.0,0.0,0.0
47,60,0,rating_user_knn,0.0,0.0,0.0,0.0
48,62,-1,mf,0.4,0.10256410256410256,1.0,0.4193979998881983
48,62,-1,rating_user_knn,0.0,0.0,0.0,0.0
49,63,1,mf,0.1,0.125,1.0,0.07311683844390995
49,63,1,rating_user_knn,0.0,0.0,0.0,0.0
50,65,0,mf,0.3,0.2727272727272727,1.0,0.37148910739409025
50,65,0,rating_user_knn,0.0,0.0,0.0,0.0
51,67,0,mf,0.0,0.0,0.0,0.0
51,67,0,rating_user_knn,0.1,0.16666666666666666,1.0,0.13032376591037062
52,68,-1,mf,0.0,0.0,0.0,0.0
52,68,-1,rating_user_knn,0.0,0.0,0.0,0.0
53,69,1,mf,0.0,0.0,0.0,0.0
53,69,1,rating_user_knn,0.0,0.0,0.0,0.0
54,70,-1,mf,0.0,0.0,0.0,0.0
54,70,-1,rating_user_knn,0.0,0.0,0.0,0.0
55,72,0,mf,0.1,0.16666666666666666,1.0,0.11706259313796354
55,72,0,rating_user_knn,0.0,0.0,0.0,0.0
56,73,-1,mf,0.0,0.0,0.0,0.0
56,73,-1,rating_user_knn,0.0,0.0,0.0,0.0
57,74,1,mf,0.1,0.5,1.0,0.21840743681816419
57,74,1,rating_user_knn,0.0,0.0,0.0,0.0
58,75,0,mf,0.0,0.0,0.0,0.0
58,75,0,rating_user_knn,0.0,0.0,0.0,0.0
59,76,1,mf,0.0,0.0,0.0,0.0
59,76,1,rating_user_knn,0.1,0.16666666666666666,1.0,0.0874717141014082
60,78,-1,mf,0.0,0.0,0.0,0.0
60,78,-1,rating_user_knn,0.0,0.0,0.0,0.0
61,80,0,mf,0.1,0.5,1.0,0.38685280723454163
61,80,0,rating_user_knn,0.0,0.0,0.0,0.0
62,81,1,mf,0.0,0.0,0.0,0.0
62,81,1,rating_user_knn,0.0,0.0,0.0,0.0
63,82,1,mf,0.1,0.125,1.0,0.1089364926177559
63,82,1,rating_user_knn,0.0,0.0,0.0,0.0
64,83,0,mf,0.0,0.0,0.0,0.0
64,83,0,rating_user_knn,0.0,0.0,0.0,0.0
65,86,0,mf,0.0,0.0,0.0,0.0
65,86,0,rating_user_knn,0.0,0.0,0.0,0.0
66,87,0,mf,0.0,0.0,0.0,0.0
66,87,0,rating_user_knn,0.0,0.0,0.0,0.0
67,88,-1,mf,0.1,0.09090909090909091,1.0,0.06943122193677728
67,88,-1,rating_user_knn,0.0,0.0,0.0,0.0
68,90,-1,mf,0.2,0.14285714285714285,1.0,0.14201905717762706
68,90,-1,rating_user_knn,0.0,0.0,0.0,0.0
69,91,0,mf,0.0,0.0,0.0,0.0
69,91,0,rating_user_knn,0.0,0.0,0.0,0.0
70,92,0,mf,0.1,0.08333333333333333,1.0,0.07839826897867534
70,92,0,rating_user_knn,0.0,0.0,0.0,0.0
71,93,-1,mf,0.0,0.0,0.0,0.0
71,93,-1,rating_user_knn,0.0,0.0,0.0,0.0
72,95,1,mf,0.0,0.0,0.0,0.0
72,95,1,rating_user_knn,0.0,0.0,0.0,0.0
73,96,0,mf,0.0,0.0,0.0,0.0
73,96,0,rating_user_knn,0.0,0.0,0.0,0.0
74,97,1,mf,0.3,0.17647058823529413,1.0,0.20641593223508908
74,97,1,rating_user_knn,0.1,0.058823529411764705,1.0,0.09478836436955079
75,99,0,mf,0.0,0.0,0.0,0.0
75,99,0,rating_user_knn,0.0,0.0,0.0,0.0
76,100,-1,mf,0.1,0.2,1.0,0.11305340175787204
76,100,-1,rating_user_knn,0.0,0.0,0.0,0.0
77,101,0,mf,0.0,0.0,0.0,0.0
77,101,0,rating_user_knn,0.0,0.0,0.0,0.0
78,102,-1,mf,0.0,0.0,0.0,0.0
78,102,-1,rating_user_knn,0.0,0.0,0.0,0.0
79,103,0,mf,0.0,0.0,0.0,0.0
79,103,0,rating_user_knn,0.0,0.0,0.0,0.0
80,104,0,mf,0.0,0.0,0.0,0.0
80,104,0,rating_user_knn,0.0,0.0,0.0,0.0
81,105,1,mf,0.0,0.0,0.0,0.0
81,105,1,rating_user_knn,0.0,0.0,0.0,0.0
82,106,-1,mf,0.0,0.0,0.0,0.0
82,106,-1,rating_user_knn,0.0,0.0,0.0,0.0
83,107,1,mf,0.0,0.0,0.0,0.0
83,107,1,rating_user_knn,0.0,0.0,0.0,0.0
84,109,0,mf,0.0,0.0,0.0,0.0
84,109,0,rating_user_knn,0.0,0.0,0.0,0.0
85,110,1,mf,0.0,0.0,0.0,0.0
85,110,1,rating_user_knn,0.0,0.0,0.0,0.0
86,111,1,mf,0.0,0.0,0.0,0.0
86,111,1,rating_user_knn,0.0,0.0,0.0,0.0
87,112,-1,mf,0.0,0.0,0.0,0.0
87,112,-1,rating_user_knn,0.0,0.0,0.0,0.0
88,113,0,mf,0.0,0.0,0.0,0.0
88,113,0,rating_user_knn,0.0,0.0,0.0,0.0
89,114,1,mf,0.0,0.0,0.0,0.0
89,114,1,rating_user_knn,0.0,0.0,0.0,0.0
90,116,-1,mf,0.0,0.0,0.0,0.0
90,116,-1,rating_user_knn,0.1,0.25,1.0,0.24630238874073
91,117,0,mf,0.1,0.05555555555555555,1.0,0.08514311764162101
91,117,0,rating_user_knn,0.0,0.0,0.0,0.0
92,118,-1,mf,0.0,0.0,0.0,0.0
92,118,-1,rating_user_knn,0.0,0.0,0.0,0.0
93,119,0,mf,0.0,0.0,0.0,0.0
93,119,0,rating_user_knn,0.0,0.0,0.0,0.0
94,120,1,mf,0.0,0.0,0.0,0.0
94,120,1,rating_user_knn,0.0,0.0,0.0,0.0
95,121,1,mf,0.0,0.0,0.0,0.0
95,121,1,rating_user_knn,0.0,0.0,0.0,0.0
97,123,1,mf,0.1,0.05,1.0,0.06625422345438904
97,123,1,rating_user_knn,0.0,0.0,0.0,0.0
98,125,0,mf,0.0,0.0,0.0,0.0
98,125,0,rating_user_knn,0.0,0.0,0.0,0.0
99,126,-1,mf,0.0,0.0,0.0,0.0
99,126,-1,rating_user_knn,0.0,0.0,0.0,0.0
100,127,1,mf,0.1,0.07692307692307693,1.0,0.07336392209936006
100,127,1,rating_user_knn,0.0,0.0,0.0,0.0
101,129,1,mf,0.0,0.0,0.0,0.0
101,129,1,rating_user_knn,0.0,0.0,0.0,0.0
102,130,-1,mf,0.0,0.0,0.0,0.0
102,130,-1,rating_user_knn,0.0,0.0,0.0,0.0
103,131,1,mf,0.0,0.0,0.0,0.0
103,131,1,rating_user_knn,0.0,0.0,0.0,0.0
104,132,-1,mf,0.0,0.0,0.0,0.0
104,132,-1,rating_user_knn,0.0,0.0,0.0,0.0
105,133,0,mf,0.0,0.0,0.0,0.0
105,133,0,rating_user_knn,0.0,0.0,0.0,0.0
106,134,-1,mf,0.0,0.0,0.0,0.0
106,134,-1,rating_user_knn,0.0,0.0,0.0,0.0
107,135,1,mf,0.0,0.0,0.0,0.0
107,135,1,rating_user_knn,0.0,0.0,0.0,0.0
108,136,0,mf,0.0,0.0,0.0,0.0
108,136,0,rating_user_knn,0.0,0.0,0.0,0.0
109,137,-1,mf,0.0,0.0,0.0,0.0
109,137,-1,rating_user_knn,0.0,0.0,0.0,0.0
110,138,1,mf,0.0,0.0,0.0,0.0
110,138,1,rating_user_knn,0.0,0.0,0.0,0.0
111,139,-1,mf,0.0,0.0,0.0,0.0
111,139,-1,rating_user_knn,0.0,0.0,0.0,0.0
112,140,0,mf,0.1,0.16666666666666666,1.0,0.13032376591037062
112,140,0,rating_user_knn,0.0,0.0,0.0,0.0
113,142,-1,mf,0.0,0.0,0.0,0.0
113,142,-1,rating_user_knn,0.0,0.0,0.0,0.0
114,143,-1,mf,0.0,0.0,0.0,0.0
114,143,-1,rating_user_knn,0.0,0.0,0.0,0.0
115,146,-1,mf,0.0,0.0,0.0,0.0
115,146,-1,rating_user_knn,0.1,0.037037037037037035,1.0,0.13886244387355456
116,147,0,mf,0.0,0.0,0.0,0.0
116,147,0,rating_user_knn,0.0,0.0,0.0,0.0
117,148,0,mf,0.0,0.0,0.0,0.0
117,148,0,rating_user_knn,0.0,0.0,0.0,0.0
118,149,1,mf,0.2,0.044444444444444446,1.0,0.3052348839397012
118,149,1,rating_user_knn,0.0,0.0,0.0,0.0
119,150,-1,mf,0.0,0.0,0.0,0.0
119,150,-1,rating_user_knn,0.1,0.047619047619047616,1.0,0.09478836436955079
120,151,-1,mf,0.2,0.07407407407407407,1.0,0.1951890007906611
120,151,-1,rating_user_knn,0.0,0.0,0.0,0.0
121,154,-1,mf,0.0,0.0,0.0,0.0
121,154,-1,rating_user_knn,0.0,0.0,0.0,0.0
122,155,-1,mf,0.0,0.0,0.0,0.0
122,155,-1,rating_user_knn,0.0,0.0,0.0,0.0
123,156,0,mf,0.1,0.06666666666666667,1.0,0.13886244387355456
123,156,0,rating_user_knn,0.0,0.0,0.0,0.0
124,157,1,mf,0.4,0.1,1.0,0.47215670662474735
124,157,1,rating_user_knn,0.0,0.0,0.0,0.0
125,161,-1,mf,0.1,0.038461538461538464,1.0,0.1100458831490401
125,161,-1,rating_user_knn,0.0,0.0,0.0,0.0
126,162,0,mf,0.0,0.0,0.0,0.0
126,162,0,rating_user_knn,0.0,0.0,0.0,0.0
127,163,0,mf,0.0,0.0,0.0,0.0
127,163,0,rating_user_knn,0.0,0.0,0.0,0.0
128,165,0,mf,0.0,0.0,0.0,0.0
128,165,0,rating_user_knn,0.0,0.0,0.0,0.0
129,166,1,mf,0.1,0.047619047619047616,1.0,0.06625422345438904
129,166,1,rating_user_knn,0.0,0.0,0.0,0.0
130,167,-1,mf,0.0,0.0,0.0,0.0
130,167,-1,rating_user_knn,0.0,0.0,0.0,0.0
131,169,0,mf,0.2,0.13333333333333333,1.0,0.2837125544970319
131,169,0,rating_user_knn,0.0,0.0,0.0,0.0
132,170,1,mf,0.0,0.0,0.0,0.0
132,170,1,rating_user_knn,0.0,0.0,0.0,0.0
133,173,1,mf,0.2,0.05263157894736842,1.0,0.15139734109601005
133,173,1,rating_user_knn,0.0,0.0,0.0,0.0
134,174,0,mf,0.0,0.0,0.0,0.0
134,174,0,rating_user_knn,0.0,0.0,0.0,0.0
135,175,1,mf,0.0,0.0,0.0,0.0
135,175,1,rating_user_knn,0.0,0.0,0.0,0.0
136,176,0,mf,0.0,0.0,0.0,0.0
136,176,0,rating_user_knn,0.0,0.0,0.0,0.0
137,177,0,mf,0.0,0.0,0.0,0.0
137,177,0,rating_user_knn,0.0,0.0,0.0,0.0
138,178,0,mf,0.0,0.0,0.0,0.0
138,178,0,rating_user_knn,0.0,0.0,0.0,0.0
140,180,1,mf,0.0,0.0,0.0,0.0
140,180,1,rating_user_knn,0.0,0.0,0.0,0.0
141,181,1,mf,0.2,0.09523809523809523,1.0,0.15139734109601005
141,181,1,rating_user_knn,0.0,0.0,0.0,0.0
142,182,-1,mf,0.3,0.6,1.0,0.6601396023754075
142,182,-1,rating_user_knn,0.0,0.0,0.0,0.0
143,183,-1,mf,0.0,0.0,0.0,0.0
143,183,-1,rating_user_knn,0.0,0.0,0.0,0.0
144,184,-1,mf,0.0,0.0,0.0,0.0
144,184,-1,rating_user_knn,0.0,0.0,0.0,0.0
145,185,0,mf,0.0,0.0,0.0,0.0
145,185,0,rating_user_knn,0.0,0.0,0.0,0.0
146,186,1,mf,0.0,0.0,0.0,0.0
146,186,1,rating_user_knn,0.0,0.0,0.0,0.0
147,187,1,mf,0.0,0.0,0.0,0.0
147,187,1,rating_user_knn,0.0,0.0,0.0,0.0
148,188,0,mf,0.0,0.0,0.0,0.0
148,188,0,rating_user_knn,0.0,0.0,0.0,0.0
149,190,-1,mf,0.0,0.0,0.0,0.0
149,190,-1,rating_user_knn,0.0,0.0,0.0,0.0
150,192,1,mf,0.1,0.041666666666666664,1.0,0.13886244387355456
150,192,1,rating_user_knn,0.0,0.0,0.0,0.0
151,193,-1,mf,0.0,0.0,0.0,0.0
151,193,-1,rating_user_knn,0.0,0.0,0.0,0.0
152,194,0,mf,0.0,0.0,0.0,0.0
152,194,0,rating_user_knn,0.0,0.0,0.0,0.0
153,195,1,mf,0.3,0.06521739130434782,1.0,0.36792125721353286
153,195,1,rating_user_knn,0.0,0.0,0.0,0.0
154,198,-1,mf,0.0,0.0,0.0,0.0
154,198,-1,rating_user_knn,0.0,0.0,0.0,0.0
155,199,-1,mf,0.1,0.05555555555555555,1.0,0.13886244387355456
155,199,-1,rating_user_knn,0.1,0.05555555555555555,1.0,0.08514311764162101
156,201,-1,mf,0.0,0.0,0.0,0.0
156,201,-1,rating_user_knn,0.0,0.0,0.0,0.0
157,202,0,mf,0.0,0.0,0.0,0.0
157,202,0,rating_user_knn,0.0,0.0,0.0,0.0
158,203,-1,mf,0.0,0.0,0.0,0.0
158,203,-1,rating_user_knn,0.0,0.0,0.0,0.0
159,204,0,mf,0.1,0.045454545454545456,1.0,0.09478836436955079
159,204,0,rating_user_knn,0.0,0.0,0.0,0.0
160,205,-1,mf,0.1,0.125,1.0,0.12647135138382856
160,205,-1,rating_user_knn,0.0,0.0,0.0,0.0
161,208,-1,mf,0.0,0.0,0.0,0.0
161,208,-1,rating_user_knn,0.0,0.0,0.0,0.0
162,210,-1,mf,0.0,0.0,0.0,0.0
162,210,-1,rating_user_knn,0.0,0.0,0.0,0.0
163,212,0,mf,0.0,0.0,0.0,0.0
163,212,0,rating_user_knn,0.0,0.0,0.0,0.0
165,216,0,mf,0.0,0.0,0.0,0.0
165,216,0,rating_user_knn,0.0,0.0,0.0,0.0
166,218,1,mf,0.0,0.0,0.0,0.0
166,218,1,rating_user_knn,0.0,0.0,0.0,0.0
167,220,1,mf,0.0,0.0,0.0,0.0
167,220,1,rating_user_knn,0.0,0.0,0.0,0.0
168,222,-1,mf,0.1,0.125,1.0,0.08431423425588572
168,222,-1,rating_user_knn,0.0,0.0,0.0,0.0
169,223,0,mf,0.1,0.0625,1.0,0.07336392209936006
169,223,0,rating_user_knn,0.0,0.0,0.0,0.0
170,224,-1,mf,0.2,0.16666666666666666,1.0,0.15840915256850252
170,224,-1,rating_user_knn,0.0,0.0,0.0,0.0
171,225,1,mf,0.0,0.0,0.0,0.0
171,225,1,rating_user_knn,0.0,0.0,0.0,0.0
172,229,-1,mf,0.0,0.0,0.0,0.0
172,229,-1,rating_user_knn,0.0,0.0,0.0,0.0
173,230,-1,mf,0.0,0.0,0.0,0.0
173,230,-1,rating_user_knn,0.0,0.0,0.0,0.0
174,231,0,mf,0.1,0.3333333333333333,1.0,0.15642624200758548
174,231,0,rating_user_knn,0.0,0.0,0.0,0.0
175,232,1,mf,0.0,0.0,0.0,0.0
175,232,1,rating_user_knn,0.0,0.0,0.0,0.0
176,233,0,mf,0.0,0.0,0.0,0.0
176,233,0,rating_user_knn,0.0,0.0,0.0,0.0
177,235,1,mf,0.0,0.0,0.0,0.0
177,235,1,rating_user_knn,0.0,0.0,0.0,0.0
178,236,0,mf,0.0,0.0,0.0,0.0
178,236,0,rating_user_knn,0.0,0.0,0.0,0.0
179,237,0,mf,0.1,0.125,1.0,0.0901000086523677
179,237,0,rating_user_knn,0.0,0.0,0.0,0.0
180,238,-1,mf,0.0,0.0,0.0,0.0
180,238,-1,rating_user_knn,0.0,0.0,0.0,0.0
181,239,1,mf,0.0,0.0,0.0,0.0
181,239,1,rating_user_knn,0.0,0.0,0.0,0.0
182,240,-1,mf,0.1,0.2,1.0,0.10699313236726378
182,240,-1,rating_user_knn,0.0,0.0,0.0,0.0
183,241,0,mf,0.0,0.0,0.0,0.0
183,241,0,rating_user_knn,0.0,0.0,0.0,0.0
184,242,-1,mf,0.0,0.0,0.0,0.0
184,242,-1,rating_user_knn,0.0,0.0,0.0,0.0
185,244,1,mf,0.1,0.125,1.0,0.0901000086523677
185,244,1,rating_user_knn,0.0,0.0,0.0,0.0
186,245,1,mf,0.1,0.09090909090909091,1.0,0.13886244387355456
186,245,1,rating_user_knn,0.0,0.0,0.0,0.0
187,249,-1,mf,0.0,0.0,0.0,0.0
187,249,-1,rating_user_knn,0.0,0.0,0.0,0.0
188,251,-1,mf,0.0,0.0,0.0,0.0
188,251,-1,rating_user_knn,0.0,0.0,0.0,0.0
189,252,1,mf,0.0,0.0,0.0,0.0
189,252,1,rating_user_knn,0.0,0.0,0.0,0.0
190,253,0,mf,0.0,0.0,0.0,0.0
190,253,0,rating_user_knn,0.0,0.0,0.0,0.0
191,255,1,mf,0.1,0.045454545454545456,1.0,0.1100458831490401
191,255,1,rating_user_knn,0.0,0.0,0.0,0.0
192,256,1,mf,0.0,0.0,0.0,0.0
192,256,1,rating_user_knn,0.0,0.0,0.0,0.0
193,257,1,mf,0.0,0.0,0.0,0.0
193,257,1,rating_user_knn,0.0,0.0,0.0,0.0
194,258,0,mf,0.4,0.36363636363636365,1.0,0.5036067026046992
194,258,0,rating_user_knn,0.0,0.0,0.0,0.0
195,259,1,mf,0.0,0.0,0.0,0.0
195,259,1,rating_user_knn,0.0,0.0,0.0,0.0
196,260,-1,mf,0.0,0.0,0.0,0.0
196,260,-1,rating_user_knn,0.0,0.0,0.0,0.0
197,261,-1,mf,0.0,0.0,0.0,0.0
197,261,-1,rating_user_knn,0.0,0.0,0.0,0.0
198,262,-1,mf,0.0,0.0,0.0,0.0
198,262,-1,rating_user_knn,0.0,0.0,0.0,0.0
199,263,1,mf,0.1,0.2,1.0,0.21398626473452756
199,263,1,rating_user_knn,0.0,0.0,0.0,0.0
200,264,0,mf,0.1,0.05263157894736842,1.0,0.06625422345438904
200,264,0,rating_user_knn,0.0,0.0,0.0,0.0
201,265,1,mf,0.0,0.0,0.0,0.0
201,265,1,rating_user_knn,0.0,0.0,0.0,0.0
202,266,1,mf,0.0,0.0,0.0,0.0
202,266,1,rating_user_knn,0.0,0.0,0.0,0.0
203,267,-1,mf,0.0,0.0,0.0,0.0
203,267,-1,rating_user_knn,0.0,0.0,0.0,0.0
204,268,0,mf,0.1,0.0625,1.0,0.07839826897867534
204,268,0,rating_user_knn,0.0,0.0,0.0,0.0
205,270,-1,mf,0.0,0.0,0.0,0.0
205,270,-1,rating_user_knn,0.0,0.0,0.0,0.0
206,271,-1,mf,0.0,0.0,0.0,0.0
206,271,-1,rating_user_knn,0.0,0.0,0.0,0.0
207,272,0,mf,0.4,0.17391304347826086,1.0,0.34685330469621795
207,272,0,rating_user_knn,0.0,0.0,0.0,0.0
208,273,-1,mf,0.3,0.23076923076923078,1.0,0.44409732781325584
208,273,-1,rating_user_knn,0.0,0.0,0.0,0.0
209,274,-1,mf,0.1,0.0625,1.0,0.09478836436955079
209,274,-1,rating_user_knn,0.1,0.0625,1.0,0.1100458831490401
210,275,-1,mf,0.0,0.0,0.0,0.0
210,275,-1,rating_user_knn,0.0,0.0,0.0,0.0
211,278,-1,mf,0.0,0.0,0.0,0.0
211,278,-1,rating_user_knn,0.0,0.0,0.0,0.0
213,280,-1,mf,0.0,0.0,0.0,0.0
213,280,-1,rating_user_knn,0.0,0.0,0.0,0.0
214,281,-1,mf,0.0,0.0,0.0,0.0
214,281,-1,rating_user_knn,0.0,0.0,0.0,0.0
215,284,1,mf,0.1,0.03333333333333333,1.0,0.09478836436955079
215,284,1,rating_user_knn,0.0,0.0,0.0,0.0
216,285,-1,mf,0.0,0.0,0.0,0.0
216,285,-1,rating_user_knn,0.0,0.0,0.0,0.0
217,286,-1,mf,0.0,0.0,0.0,0.0
217,286,-1,rating_user_knn,0.0,0.0,0.0,0.0
218,287,1,mf,0.0,0.0,0.0,0.0
218,287,1,rating_user_knn,0.0,0.0,0.0,0.0
219,288,0,mf,0.0,0.0,0.0,0.0
219,288,0,rating_user_knn,0.0,0.0,0.0,0.0
220,289,1,mf,0.0,0.0,0.0,0.0
220,289,1,rating_user_knn,0.0,0.0,0.0,0.0
221,291,0,mf,0.0,0.0,0.0,0.0
221,291,0,rating_user_knn,0.0,0.0,0.0,0.0
222,292,1,mf,0.0,0.0,0.0,0.0
222,292,1,rating_user_knn,0.0,0.0,0.0,0.0
223,293,1,mf,0.1,0.05555555555555555,1.0,0.06943122193677728
223,293,1,rating_user_knn,0.0,0.0,0.0,0.0
224,294,0,mf,0.0,0.0,0.0,0.0
224,294,0,rating_user_knn,0.0,0.0,0.0,0.0
225,295,0,mf,0.3,0.16666666666666666,1.0,0.39375843764607205
225,295,0,rating_user_knn,0.0,0.0,0.0,0.0
226,296,-1,mf,0.0,0.0,0.0,0.0
226,296,-1,rating_user_knn,0.0,0.0,0.0,0.0
227,297,1,mf,0.0,0.0,0.0,0.0
227,297,1,rating_user_knn,0.0,0.0,0.0,0.0
228,299,-1,mf,0.0,0.0,0.0,0.0
228,299,-1,rating_user_knn,0.0,0.0,0.0,0.0
229,300,0,mf,0.0,0.0,0.0,0.0
229,300,0,rating_user_knn,0.0,0.0,0.0,0.0
230,301,1,mf,0.0,0.0,0.0,0.0
230,301,1,rating_user_knn,0.0,0.0,0.0,0.0
231,302,1,mf,0.3,0.11538461538461539,1.0,0.28669193478900723
231,302,1,rating_user_knn,0.0,0.0,0.0,0.0
232,303,-1,mf,0.0,0.0,0.0,0.0
232,303,-1,rating_user_knn,0.0,0.0,0.0,0.0
233,305,-1,mf,0.0,0.0,0.0,0.0
233,305,-1,rating_user_knn,0.0,0.0,0.0,0.0
234,306,0,mf,0.2,0.16666666666666666,1.0,0.3301376494471203
234,306,0,rating_user_knn,0.0,0.0,0.0,0.0
235,307,-1,mf,0.0,0.0,0.0,0.0
235,307,-1,rating_user_knn,0.0,0.0,0.0,0.0
236,308,1,mf,0.0,0.0,0.0,0.0
236,308,1,rating_user_knn,0.0,0.0,0.0,0.0
237,309,-1,mf,0.1,0.1,1.0,0.06943122193677728
237,309,-1,rating_user_knn,0.0,0.0,0.0,0.0
238,310,-1,mf,0.0,0.0,0.0,0.0
238,310,-1,rating_user_knn,0.0,0.0,0.0,0.0
239,312,1,mf,0.0,0.0,0.0,0.0
239,312,1,rating_user_knn,0.0,0.0,0.0,0.0
240,314,0,mf,0.0,0.0,0.0,0.0
240,314,0,rating_user_knn,0.0,0.0,0.0,0.0
241,316,-1,mf,0.0,0.0,0.0,0.0
241,316,-1,rating_user_knn,0.0,0.0,0.0,0.0
242,319,1,mf,0.0,0.0,0.0,0.0
242,319,1,rating_user_knn,0.0,0.0,0.0,0.0
243,321,-1,mf,0.0,0.0,0.0,0.0
243,321,-1,rating_user_knn,0.0,0.0,0.0,0.0
244,322,0,mf,0.0,0.0,0.0,0.0
244,322,0,rating_user_knn,0.0,0.0,0.0,0.0
245,323,-1,mf,0.1,0.125,1.0,0.0901000086523677
245,323,-1,rating_user_knn,0.0,0.0,0.0,0.0
